,transform_text,Class
4893,miser tell u side effect birth control massiv gut wrench cramp first 2 month sleep last night,0
4894,send new number,0
4895,convey regard,0
4896,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow,1
4897,2 half year miss friendship,0
4898,cant pick phone right pl send messag,0
4899,oh fuck sake like tallahasse,0
4900,haha first person gon na ask,0
4901,ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h,1
4902,taka lor wat time u wan 2 come n look 4 us,0
4903,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw,1
4904,reach anoth 2 stop,0
4905,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore would time clean fold laundri least make bed,0
4906,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show c c kiosk repli soni 4 mre film offer,1
4907,come onlin today night,0
4908,anyth special,0
4909,solihul want anyth,0
4910,good day,0
4911,regret inform u nh made never actual report 2 yor local hospit 2b r sorri 4 inconveni,0
4912,love holiday monday feel even go dentist hour,0
4913,way tirupur,0
4914,goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min,1
4915,alreadi got flaki parent suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless,0
4916,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,0
4917,drop em omw back,0
4918,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min,1
4919,sit mu wait everyon get suit take shower,0
4920,call see facebook huh,0
4921,g say never answer text,0
4922,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,0
4923,hi dear call urgnt know what problem want work problem least tell wate repli,0
4924,oh yah never cancel leh haha,0
4925,go 4 e normal pilat intro,0
4926,ok let u noe leav hous,0
4927,oh ye like tortur watch england,0
4928,wan na art,0
4929,hope piss rememb gone sister someth,0
4930,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack itcould u,1
4931,hi sexychat girl wait text text great night chat send stop stop servic,1
4932,good morn boytoy yummi lip sexi bun think crave need,0
4933,match lt gt 2,0
4934,free call sir,0
4935,hey want anyth buy,0
4936,hey babe go ever figur go new year,0
4937,k congratul,0
4938,g want know fuck,0
4939,cancel yeah babi well sound import understand darlin give ring later fone love kate x,0
4940,tomarrow want got court lt decim gt come bu stand 9,0
4941,ü go home liao ask dad pick 6,0
4942,omg make wed chapel frontiervil get good stuff,0
4943,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,0
4944,check mail varma kept copi regard allah,0
4945,wrong phone phone answer one assum peopl well,0
4946,anyway think secur anyth lem know want drive south chill,0
4947,alreadi back home probabl,0
4948,great news call freefon 08006344447 claim guarante cash gift speak live oper,1
4949,hi ami send free phone number coupl day give access adult parti,1
4950,bu way calicut,0
4951,hi probabl much fun get messag thought id txt u co im bore jame fart night,0
4952,hi babi im sat bloodi bu mo wont home wan na somethin later call later ortxt back jess xx,0
4953,welcom select o2 servic ad benefit call special train advisor free mobil diall 402,1
4954,lost 4 pound sinc doc visit last week woot woot gon na celebr stuf face,0
4955,u come back 4 dinner rite dad ask confirm wif u,0
4956,master buy bb co sale bf,0
4957,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,0
4958,vivek got call number,0
4959,u call lunch,0
4960,mean left earli check co work,0
4961,want lt gt rs da,0
4962,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,0
4963,yup ok,0
4964,want see pretti pussi,0
4965,dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttp,1
4966,peopl game mall iouri kaila,0
4967,urgent tri contact today draw show prize guarante call 09058094507 land line claim valid 12hr,1
4968,donat unicef asian tsunami disast support fund text donat 864233 ad next bill,1
4969,futur plan tomorrow result today best present enjoy futur,0
4970,cme want go ho 2morow wil cme got dear didnt say time,0
4971,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,0
4972,hey come onlin use msn,0
4973,fine hope good take care,0
4974,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen,0
4975,aiyo u poor thing u dun wan 2 eat u bath alreadi,0
4976,yar tot u knew di would happen long ago alreadi,0
4977,gorgeou keep pix cum thank,0
4978,boy late 2 home father power frndship,0
4979,jade paul u txt u rememb barm want 2 talk 2 u txt,0
4980,spend new year brother famili let plan meet next week readi spoil,0
4981,u today,0
4982,said okay sorri,0
4983,slept thinkthi time lt gt pm danger,0
4984,network job,0
4985,goldvik invit friend repli see stop send stop frnd 62468,1
4986,dont let studi stress l8r,0
4987,u haf 2 keep busi,0
4988,rush work school rush go hungri,0
4989,channel,0
4990,tell coulda real valentin u never pick noth,0
4991,phoni award today voda number end xxxx select receiv award match pleas call 08712300220 quot claim code 3100 standard rate app,1
4992,made eta taunton plan hope still okday good see,0
4993,hungri buy smth home,0
4994,hey kate hope ur ok give u buz wedlunch go outsomewher 4 adrink town cud go 2watershd 4 bit ppl fromwrk bthere love petexxx,0
4995,drive read need write,0
4996,look addi goe back monday suck,0
4997,happi new year hope good semest,0
4998,esplanad lor els,0
4999,talk,0
5000,hmph go head big baller,0
5001,well like actual call someon punto woulda wors,0
5002,nope sinc ayo travel forgotten guy,0
5003,still around look pick later,0
5004,cd 4u congratul ur award cd gift voucher gift guarante freeentri 2 wkli draw xt music 87066 tnc,1
5005,someon year lt gt toyota camri like mr olayiwola mileag lt gt clean need know much sell rais dough soon land sell holla back,0
5006,guess pub im im happi pig clover whatev say,0
5007,ill b soon,0
5008,oh come tomorrow,0
5009,go fool dont cheat other ok,0
5010,mobil sm ur mail regard achan,0
5011,way meet mountain dont,0
5012,guarante cash prize claim yr prize call custom servic repres 08714712412 cost 10p,1
5013,u attend ur drive lesson mani time wk n day,0
5014,uncl g check reward month,0
5015,hello boytoy geeee miss today like send tm remind think love love kiss,0
5016,think two still need get cash def readi 9,0
5017,hey gal u wan na meet 4 dinner nìte,0
5018,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 ldn 18yr,1
5019,babe talk think good boy miss love,0
5020,great offic today,0
5021,cool last littl get time soon,0
5022,sad puppi nois,0
5023,ye possibl dint tri pl dont tell one k,0
5024,anyway holla whenev around need excus go creep peopl sarasota,0
5025,happen,0
5026,gon na ask lol think 7,0
5027,ur current 500 pound maxim ur send go 86688 cc 08718720201,1
5028,privat 2003 account statement show 800 point call 08715203685 identifi expir,1
5029,go chase run cross street,0
5030,like tell deepest darkest fantasi call 09094646631 stop text call 08712460324 nat rate,1
5031,come friday leav pongal get news work place,0
5032,hey inconveni si huh,0
5033,ok vl u know got adsens approv,0
5034,realli good see day dudett miss,0
5035,want go perumbavoor,0
5036,mani time told stage use laugh listen aha,0
5037,wo believ true incred txt repli g learn truli amaz thing blow mind o2fwd,1
5038,hear,0
5039,thank talk saturday dear cherish brother role model,0
5040,pl clarifi back open return ticket prepon go back kerala,0
5041,natali invit friend repli see stop send stop frnd 62468,1
5042,ran younger man make pretti babi togeth,0
5043,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186,1
5044,ic lol play 9 door sometim yo,0
5045,dunno dad said come home 2 bring us 4 lunch yup go w u lor call u reach school lor,0
5046,sent jd custom servic cum account execut ur mail id detail contact us,0
5047,u go doctor 4 liver get bit stylish get ur hair manag that,0
5048,dont open,0
5049,yeah basic time next week get away mom amp get 3,0
5050,edison rightli said fool ask question wise man answer know us speechless viva gm gn ge gnt,0
5051,vote wherev heart guid,0
5052,si lor juz watch italian job,0
5053,tick tick tick could die loneli know pout stomp feet need,0
5054,lmao know well,0
5055,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402,1
5056,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,0
5057,goodnight da thangam realli miss u dear,0
5058,hey next sun 1030 basic yoga cours bugi go pilat intro next sat tell time r free,0
5059,geeeee internet realli bad today eh,0
5060,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382,1
5061,think disturb da,0
5062,sorri call later meet sir,0
5063,havent stuck orchard dad car go 4 dinner u leh r free tonight,0
5064,ok also wan 2 watch e 9 pm show,0
5065,dunno lei like dun haf,0
5066,brother transfer lt gt lt gt pa,0
5067,call later afternoon onword mtnl servic get problem south mumbai hear listen,0
5068,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541,1
5069,talk g x,0
5070,hai dear friend new amp present number rajitha raj ranju,0
5071,5p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,1
5072,differ style,0
5073,win shop spree everi week start 2 play text store skilgm tscs08714740323 1winawk age16,1
5074,gud ni8 dear slp well take care swt dream muah,0
5075,want sent lt gt mesag today that sorri hurt,0
5076,2nd attempt contract u week top prize either cash prize call 09066361921,1
5077,well glad find total disagre lol,0
5078,guy flash go call call madam take care oh,0
5079,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
5080,mark work tomorrow get work hous meet u afterward,0
5081,keep ur problem ur heart nobodi fight u amp u fight ur self amp win battl g 9t sd,0
5082,yeah give call got minut,0
5083,hi babe uawak feellikw via alett thatmum gotmarri ourback fuckinnic selfish l call u,0
5084,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount woman hitler eleven plu two plu one amaz,0
5085,aiya discuss later lar pick ü 4,0
5086,hey happi birthday,0
5087,sorri miss call pleas call back,0
5088,omg one thing anoth cat worm bad day end,0
5089,good morn im suffer fever dysentri abl come offic today,0
5090,wont anyth de,0
5091,type stuff sing,0
5092,st andr virgil cream,0
5093,check room befor activ,0
5094,fri ah oki lor goin 4 drivin den go shoppin tt,0
5095,gokila talk aha,0
5096,hi shanil rakhesh exchang uncut diamond back excel servic dino prem,0
5097,month kote birthday know,0
5098,realli realli broke oh amount small even lt gt,0
5099,sorri mate phone didnt write love kate,0
5100,themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi 4 free,1
5101,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit may come co money,0
5102,aight call close,0
5103,nope that fine might nap tho,0
5104,msg mobil content order resent previou attempt fail due network error queri customersqueri,1
5105,news hassl get weed week andr money haughaighgtujhyguj,0
5106,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8,0
5107,wnt buy bmw car urgent vri hv shortag lt gt sourc arng di amt lt gt lac that prob,0
5108,ding ya break fassyol blacko londn,0
5109,realli need 2 kiss u miss u babi ur babi 4eva,0
5110,sign matur start say big thing actual start understand small thing nice even bslvyl,0
5111,oh got mani respons,0
5112,1 new messag pleas call 08715205273,1
5113,reach sch alreadi,0
5114,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free 08002986906,1
5115,u definit need modul e human di sem izzit u wan 2 take modul 1st,0
5116,argh fuck nobodi town,0
5117,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli,1
5118,thank fill complet calm reassur,0
5119,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,0
